id,valeur_NO2,valeur_CO,valeur_O3,valeur_PM10,valeur_PM25,2_wheeler_motor,4_wheeler_motor,bikes_scooters
2024-04-17 11,12.7,0.241,75,12.9,4.6,641,108,908
2024-04-17 12,10.1,0.225,81.7,14.5,5,375,113,453
2024-04-17 13,13.3,0.162,72.2,7.3,3.3,746,89,609
2024-04-17 14,12.1,0.158,76.3,7.5,3,741,61,465
2024-04-17 15,14.4,0.17,71,7.9,3.7,553,83,1174
2024-04-17 16,14.8,0.185,70.4,7.9,4,1127,87,1928
2024-04-17 17,11.6,0.189,74,9.2,4.9,749,118,1606
2024-04-17 18,13.1,0.192,71.1,10.6,5.8,718,90,1314
2024-04-17 19,13.6,0.194,68.5,9.5,5.8,434,64,681
2024-04-17 20,17.1,0.207,61.1,9.7,5.5,313,67,426
2024-04-17 21,14.6,0.195,61.9,9,5.5,430,7,645
2024-04-17 22,11.5,0.18,68.2,4.8,3.1,170,39,381
2024-04-17 23,13.5,0.194,61.3,5.8,3.6,63,31,165
2024-04-18 00,13.3,0.188,58,5.2,3.8,91,23,87
2024-04-18 01,8.1,0.162,62,4.8,3.3,40,24,34
2024-04-18 02,7.8,0.161,63.1,3.1,2.4,32,17,30
2024-04-18 03,12.7,0.165,53.7,4.1,3.4,69,30,50
2024-04-18 04,15.2,0.174,53.9,3.9,3.3,51,38,155
2024-04-18 05,25.2,0.192,42.9,6.3,4.8,201,142,416
2024-04-18 06,24.2,0.184,45.4,7.6,4.9,614,114,1631
2024-04-18 07,19,0.19,53.1,11.4,6.1,844,121,1895
2024-04-18 08,16.9,,60.8,13.5,6.7,560,120,749
2024-04-18 09,11.6,0.199,69.9,9.4,5.6,627,134,613
2024-04-18 10,8.3,0.161,77.1,9.8,6.1,451,90,693
2024-04-18 11,8.3,0.191,81,9,6.1,700,136,742
2024-04-18 12,7.5,0.176,82.1,12.3,6.9,579,81,733
2024-04-18 13,8.6,0.178,83.5,12.4,7.2,665,93,725
2024-04-18 14,7.4,0.153,86.6,11,6.3,604,57,501
2024-04-18 15,7.4,0.152,87.5,9.5,5.2,731,94,847
2024-04-18 16,7.5,0.165,87.2,9.9,5.7,927,108,1822
2024-04-18 17,8.8,0.179,85.6,9.9,6.2,808,114,1978
2024-04-18 18,12.2,0.183,81.1,12.4,6.1,964,87,1525
2024-04-18 19,24.1,0.23,66.5,10.2,6.3,441,65,737
2024-04-18 20,39.1,0.285,50.6,11,8.3,478,48,529
2024-04-18 21,32.5,0.26,55.3,9.7,6.7,481,37,637
2024-04-18 22,22.6,0.221,60.1,7.6,4.8,310,56,463
2024-04-18 23,18.3,0.213,60,7.7,5,92,20,256
2024-04-19 00,13.9,0.186,63.5,9.4,6.1,120,26,179
2024-04-19 01,10.2,0.176,69.8,7.9,5.2,68,23,51
2024-04-19 02,9.3,0.163,73.4,8.7,5.1,75,26,74
2024-04-19 03,8.4,0.154,72.3,10,5.5,91,40,91
2024-04-19 04,9.2,0.154,67.5,9.2,4.9,56,68,172
2024-04-19 05,14.5,0.157,61.3,10.8,5.3,274,146,338
2024-04-19 06,17.7,0.162,61.4,17.2,6,438,157,1196
2024-04-19 07,20.6,0.171,59.3,19.4,6.8,827,93,1586
2024-04-19 08,19.2,0.207,58.5,15.7,6.1,626,132,631
2024-04-19 09,17.5,0.195,56.6,16,6.4,506,84,463
2024-04-19 10,13.9,0.157,60.7,16.7,6.8,695,81,761
2024-04-19 11,11.5,0.173,60.6,17.2,7,546,93,601
2024-04-19 12,13.6,0.187,56.5,15.1,5.9,459,102,566
2024-04-19 13,12.4,0.149,58.3,13.6,4.9,242,65,608
2024-04-19 14,13.9,0.152,57.3,6.9,4.1,418,91,498
2024-04-19 15,15.2,0.155,57.8,9.8,5.8,168,72,826
2024-04-19 16,14.9,0.166,59.1,11.4,7.3,670,104,957
2024-04-19 17,17.4,0.196,61.8,7.7,5.3,510,84,915
2024-04-19 18,21,0.229,54.5,9.4,7.5,311,92,776
2024-04-19 19,16.6,0.191,63.1,7.8,6.2,226,86,399
2024-04-19 20,13.7,0.191,61.3,8.8,6.2,323,77,135
2024-04-19 21,12.3,0.2,60.7,13.3,8.5,351,52,178
2024-04-19 22,15.3,0.227,58.9,19.3,10.2,241,75,295
2024-04-19 23,14.5,0.202,63.2,18.4,9.7,115,57,258
2024-04-20 00,12,0.189,63.1,19.1,9.6,130,29,115
2024-04-20 01,13.1,0.19,56,19.4,9.7,55,53,77
2024-04-20 02,14,0.193,52.7,15.4,8.6,47,56,73
2024-04-20 03,23,0.176,45.4,13.7,7.2,61,48,66
2024-04-20 04,16.6,0.178,55.9,12.6,6,88,37,95
2024-04-20 05,14.7,0.17,57.1,12.4,5.7,72,88,152
2024-04-20 06,19.1,0.171,55.7,15.2,6.8,127,48,247
2024-04-20 07,15.9,0.165,62.4,15.9,7.2,169,90,138
2024-04-20 08,10.1,0.152,73.9,14.8,6.9,286,160,669
2024-04-20 09,6.3,0.151,80.7,13.3,6.8,322,114,717
2024-04-20 10,7,0.157,81.8,14.3,7.2,382,33,733
2024-04-20 11,7.5,0.159,81.1,13.2,7.9,449,77,694
2024-04-20 12,6.7,0.153,81,12,6.6,386,90,299
2024-04-20 13,6.4,0.155,85.5,10.1,5.6,479,86,599
2024-04-20 14,9.5,0.161,80.1,13.3,7.3,283,59,668
2024-04-20 15,8.3,0.161,83.2,15.1,6.8,524,92,971
2024-04-20 16,7.9,0.162,84.9,13.5,6.4,609,44,1103
2024-04-20 17,8,0.166,83.9,16.1,8.1,664,74,791
2024-04-20 18,13,0.183,76.3,17.2,9.4,400,89,674
2024-04-20 19,10.5,0.183,78.5,16.3,9.7,400,64,448
2024-04-20 20,11.9,0.191,75.2,15,9.4,284,65,284
2024-04-20 21,17.5,0.2,65.8,14.1,8.8,272,49,211
2024-04-20 22,20.9,0.204,60.2,13.8,8.6,314,50,340
2024-04-20 23,19.7,0.198,60,13.3,7.9,187,49,320
2024-04-21 00,21.6,0.21,54.3,13.4,8.1,74,35,52
2024-04-21 01,16.8,0.206,53.3,12.2,7.8,84,55,119
2024-04-21 02,14.6,0.198,53.4,12.1,7.8,81,41,40
2024-04-21 03,15.6,0.194,52.1,12.1,7.4,43,43,60
2024-04-21 04,13.2,0.176,59.2,12.3,6.6,68,11,17
2024-04-21 05,19.7,0.179,54.7,12.1,6.6,67,38,58
2024-04-21 06,15,0.169,61.2,10.8,6,79,39,109
2024-04-21 07,10.7,0.162,72.6,9.3,5,144,57,278
2024-04-21 08,6,0.155,79.5,9.7,5.3,209,59,550
2024-04-21 09,5.2,0.154,83.1,12.3,5.1,187,56,874
2024-04-21 10,5.2,0.165,83,10,4.8,381,52,278
2024-04-21 11,6.5,0.16,79.3,11.1,5.7,352,22,485
2024-04-21 12,5.6,0.155,83,8,4.7,309,66,664
2024-04-21 13,5.2,0.153,86.3,10.6,4.9,408,51,959
2024-04-21 14,5.3,0.158,85,11.5,4.9,461,182,849
2024-04-21 15,5.6,0.157,83.3,7.9,3.9,541,187,1170
2024-04-21 16,5.7,0.16,82.4,7.8,3.7,224,135,1123
2024-04-21 17,7.9,0.165,81.5,8.3,4.3,468,65,933
2024-04-21 18,10.7,0.179,76,9,5.4,488,93,720
2024-04-21 19,18.3,0.207,65.5,10.7,7.5,220,66,433
2024-04-21 20,22.3,0.214,59.4,11,8.1,263,67,355
2024-04-21 21,19.1,0.214,62.1,10.2,7.9,344,20,170
2024-04-21 22,12.3,0.176,67.5,9.2,6.6,165,47,105
2024-04-21 23,12.3,0.174,65.2,9.7,6.7,65,27,58
2024-04-22 00,12.7,0.175,63.5,9.9,6.9,72,18,33
2024-04-22 01,10.8,0.171,63.8,9.6,7.4,36,27,18
2024-04-22 02,11.8,0.178,57.7,10.3,8.6,38,19,17
2024-04-22 03,14.3,0.177,50.4,11.7,9.4,72,30,73
2024-04-22 04,24.7,0.187,39,12.8,10.5,103,70,138
2024-04-22 05,30.7,0.201,33.7,15.1,11.8,176,60,547
2024-04-22 06,24.5,0.201,39,19.6,13.6,579,121,407
2024-04-22 07,22,0.209,43.6,24.8,14.8,574,145,1771
2024-04-22 08,17,0.197,52.5,21.4,14,389,112,460
2024-04-22 09,12.6,0.181,62.7,18.5,12.8,443,120,455
2024-04-22 10,9.5,0.17,75.9,15.1,9.9,391,65,825
2024-04-22 11,9,0.169,80.6,15.6,9,378,70,791
2024-04-22 12,9.3,0.164,82.5,19.8,8.1,411,116,674
2024-04-22 13,11.3,0.164,83,14.5,7,464,132,651
2024-04-22 14,8.1,0.158,90.9,12.6,5.7,307,83,934
2024-04-22 15,11.6,0.172,82.6,13.5,6.6,428,119,925
2024-04-22 16,10.5,0.166,83.2,11.6,6,638,104,2153
2024-04-22 17,13.6,0.183,78.4,12,5.7,645,102,2275
2024-04-22 18,11.3,0.175,84.1,11.3,6,287,72,864
2024-04-22 19,12.9,0.187,84.1,8.8,5.7,134,74,591
2024-04-22 20,23.4,0.215,65.2,11.1,7.7,227,74,384
2024-04-22 21,16.8,0.195,73.8,12,7.6,164,55,370
2024-04-22 22,13.7,0.19,75.4,11.2,6.9,63,33,95
2024-04-22 23,14.9,0.193,67.4,11.6,7.5,30,16,78
2024-04-23 00,19.2,0.2,64.3,13.1,8.3,17,18,67
2024-04-23 01,18.6,0.178,63.2,12.6,7.3,12,21,22
2024-04-23 02,21.6,0.183,58.5,14.7,8.3,24,22,21
2024-04-23 03,19.5,0.186,61,12.7,8.6,61,31,74
2024-04-23 04,24.4,0.203,54.7,15.7,10.7,102,80,173
2024-04-23 05,32,0.214,43.3,20.3,13.3,145,121,667
2024-04-23 06,36.8,0.238,36.1,27.3,16.8,588,118,1477
2024-04-23 07,27.8,0.235,46.1,28.6,18.5,389,127,560
2024-04-23 08,18.7,0.229,66.1,23.6,14.7,323,124,907
2024-04-23 09,11.1,0.178,82.6,14.8,7.2,378,81,510
2024-04-23 10,7.8,0.162,90.8,10.8,5.7,560,113,499
2024-04-23 11,8,0.162,92.9,12.3,6.1,472,79,936
2024-04-23 12,7,0.153,96,11,5.6,396,102,613
2024-04-23 13,6.6,0.151,99.1,11.9,5.6,445,74,614
2024-04-23 14,6.5,0.152,99.7,13.8,6.3,452,87,553
2024-04-23 15,7.7,0.166,96.6,13.9,7,290,96,1210
2024-04-23 16,9.2,0.169,98.3,14.2,6.6,747,98,1901
2024-04-23 17,9.4,0.171,96.2,14.6,7.4,773,110,2740
2024-04-23 18,10.9,0.183,92.7,13.4,7.9,550,111,1624
2024-04-23 19,15.3,0.203,83.9,14.2,9.5,407,117,847
2024-04-23 20,17,0.211,81.2,13.8,8.4,369,42,721
2024-04-23 21,16.3,0.191,77.9,11.7,7.1,306,19,476
2024-04-23 22,13.3,0.176,76.7,9.3,6.6,161,45,285
2024-04-23 23,10.8,0.168,75.7,8.9,6.7,78,16,162
2024-04-24 00,9.4,0.163,70.7,10.7,8.4,41,21,88
2024-04-24 01,7.3,0.153,68.7,9.6,7.8,21,14,19
2024-04-24 02,8.5,0.152,63.4,8.4,6.7,26,10,29
2024-04-24 03,9.4,0.153,61.3,8,6,37,28,60
2024-04-24 04,12.9,0.156,57.5,8.6,5.3,81,35,173
2024-04-24 05,18.1,0.158,53.5,9.7,5.6,167,117,516
2024-04-24 06,20.5,0.172,49.3,12.4,6.5,384,117,2008
2024-04-24 07,19.4,0.177,53.7,18.2,6.9,643,106,2467
2024-04-24 08,14.6,0.163,62.5,19.4,7.1,444,113,796
2024-04-24 09,11.8,0.161,70.6,18.2,6.9,336,65,699
2024-04-24 10,10.9,0.165,78.1,15.8,6.3,456,106,1007
2024-04-24 11,12,0.172,76.5,16.1,7.1,392,76,872
2024-04-24 12,11.1,0.162,80.1,18.8,6.9,397,93,701
2024-04-24 13,9.5,0.158,82.6,22.5,6.8,260,65,565
2024-04-24 14,10.7,0.16,84.4,19.4,6.7,391,106,1029
2024-04-24 15,11.9,0.168,85.9,12.5,5.8,521,46,789
2024-04-24 16,12.6,0.186,87.8,11.9,5.8,752,70,2636
2024-04-24 17,11.9,0.195,88,13.1,6.4,391,102,2029
2024-04-24 18,12.2,0.185,84.7,14.8,7.4,487,80,1153
2024-04-24 19,12.9,0.193,80.3,14.2,8.6,262,57,890
2024-04-24 20,14,0.193,77.4,14.7,8.3,408,66,784
2024-04-24 21,13.2,0.186,77.8,14.1,7.7,254,48,702
2024-04-24 22,12.4,0.176,76.4,12.9,7.9,134,37,237
2024-04-24 23,11,0.17,78,12.2,7.1,51,14,168
2024-04-25 00,16.7,0.212,67,11.5,7.3,65,13,85
2024-04-25 01,16.8,0.206,65.1,11.1,7.2,39,19,39
2024-04-25 02,15.8,0.202,66.1,11,7.1,30,23,20
2024-04-25 03,19.7,0.228,59.4,12.1,7.4,56,28,48
2024-04-25 04,25.2,0.241,52.7,12.4,7.6,77,81,156
2024-04-25 05,44.3,0.28,35.2,14.4,8.7,134,63,187
2024-04-25 06,42.6,0.267,42.1,19.3,10.4,379,99,1306
2024-04-25 07,32.1,0.262,58.6,25.1,11.2,528,121,2072
2024-04-25 08,20.1,0.35,76.2,24.2,9.9,311,49,930
2024-04-25 09,16,0.19,82.7,17.8,8,487,101,455
2024-04-25 10,10.2,0.17,88.5,16.7,8.1,381,65,946
2024-04-25 11,9.1,0.176,90.6,16.4,8,389,74,353
2024-04-25 12,11.4,0.202,88.9,17.5,8,379,22,532
2024-04-25 13,13.2,0.182,86.8,18.9,7.8,463,62,808
2024-04-25 14,10.4,0.161,89,20,7.3,324,50,940
2024-04-25 15,10,0.162,87.6,17.5,7.2,604,16,1249
2024-04-25 16,13.4,0.174,81.9,20.1,8.6,692,44,2365
2024-04-25 17,19,0.212,76.6,18.6,9.8,504,41,1559
2024-04-25 18,23.9,0.219,70.5,19.9,10.8,556,58,1184
2024-04-25 19,35.6,0.261,57.1,22.5,14.6,482,42,888
2024-04-25 20,31.7,0.244,55.4,19.5,12.6,283,30,914
2024-04-25 21,25.7,0.223,58.1,18.3,11.4,357,8,560
2024-04-25 22,21.6,0.213,57.5,15.6,9,238,24,407
2024-04-25 23,24.8,0.229,49.9,15.1,9.2,134,25,150
2024-04-26 00,24.7,0.225,47.7,14.7,9.4,74,17,124
2024-04-26 01,27.8,0.245,37.9,15.4,10.4,60,16,69
2024-04-26 02,29.8,0.249,34.2,14.7,10.5,23,24,40
2024-04-26 03,43.4,0.254,19.1,15.2,10.8,23,31,46
2024-04-26 04,57.3,0.28,2.9,19.3,12.3,57,56,162
2024-04-26 05,59.7,0.329,3.2,26.3,14.2,99,105,532
2024-04-26 06,58.3,0.326,8.7,26.9,14.4,255,134,1737
2024-04-26 07,55.5,0.348,16.8,39.1,17.9,519,120,1862
2024-04-26 08,40.3,0.289,38.2,36.1,17.1,439,22,247
2024-04-26 09,26.2,0.244,53.3,33.7,16.5,493,98,682
2024-04-26 10,13.6,0.181,75.6,29.6,14.8,456,103,1103
2024-04-26 11,12.3,0.176,77.6,32.6,14.9,372,77,987
2024-04-26 12,13.1,0.171,78.4,30,14.4,493,67,350
2024-04-26 13,12.8,0.169,80.3,25,11.8,329,77,780
2024-04-26 14,14.2,0.175,76.7,25.1,11.2,424,88,1073
2024-04-26 15,13.6,0.182,75.7,29.8,12.5,392,91,1369
2024-04-26 16,15.6,0.19,71,25.3,12.3,523,62,1975
2024-04-26 17,19.2,0.184,62.9,24.7,12.1,457,86,1648
2024-04-26 18,18.8,0.182,61.6,22,12.8,483,96,1447
2024-04-26 19,30,0.202,46.8,21.2,11.8,359,86,912
2024-04-26 20,20.1,0.169,58.3,14.6,7.2,373,67,621
2024-04-26 21,19.3,0.177,57,8.5,6.1,292,38,367
2024-04-26 22,14.1,0.158,52.1,6.5,4.6,129,42,351
2024-04-26 23,16.1,0.16,45,5.4,4.3,92,53,351
2024-04-27 00,18,0.152,41.4,6.2,4.8,83,44,271
2024-04-27 01,18.4,0.147,37.3,6.4,5.2,64,35,181
2024-04-27 02,16.7,0.153,32.4,6.6,5.3,31,45,34
2024-04-27 03,15.1,0.152,28.5,5.7,4.4,38,27,96
2024-04-27 04,15.8,0.154,23.3,6.1,4.6,45,19,35
2024-04-27 05,22.7,0.163,15.7,6.5,5,68,71,111
2024-04-27 06,22.2,0.162,19.1,8.4,5.2,81,77,296
2024-04-27 07,17.4,0.177,30.8,8.1,5.2,104,51,123
2024-04-27 08,13.2,0.154,45,7.8,4.7,243,69,639
2024-04-27 09,12.6,0.156,52.7,8.6,4.1,201,77,899
2024-04-27 10,8.5,0.151,58,10.6,4.6,304,74,675
2024-04-27 11,7.5,0.15,64.3,10.1,5.6,376,41,1043
2024-04-27 12,12.7,0.169,55.9,11.3,7.5,142,15,170
2024-04-27 13,17.8,0.183,48.3,10.6,7.6,276,22,580
2024-04-27 14,15.8,0.208,46.1,10.5,7.4,292,23,688
2024-04-27 15,16.2,0.201,50,11,7.5,278,40,897
2024-04-27 16,19.8,0.193,53.6,11.7,7.3,178,29,1117
2024-04-27 17,26.2,0.195,54.7,12,7.6,372,56,893
2024-04-27 18,18,0.198,63.5,13.7,10.2,302,57,629
2024-04-27 19,20.7,0.206,57,13.2,9.9,241,42,371
2024-04-27 20,21.8,0.206,54.5,11.4,7.7,196,39,160
2024-04-27 21,16.4,0.184,59.3,8.7,5.8,123,38,251
2024-04-27 22,13.8,0.161,62.1,5.8,3.5,129,19,261
2024-04-27 23,12.8,0.153,60,5.2,2.9,53,33,128
2024-04-28 00,10.8,0.155,62.5,4.1,2.1,63,50,233
2024-04-28 01,9.2,0.144,63.5,3.2,1.5,57,48,170
2024-04-28 02,8.9,0.136,62.2,3.4,1.5,30,46,123
2024-04-28 03,6.4,0.137,66.6,4.4,1.9,35,10,122
2024-04-28 04,6.2,0.141,65.2,5.3,2.2,31,21,68
2024-04-28 05,7.4,0.141,67.2,5.4,2.3,39,36,64
2024-04-28 06,6.4,0.158,65.2,4.3,2.2,44,28,148
2024-04-28 07,6.5,0.149,61.8,4.6,2.8,60,42,217
2024-04-28 08,6.5,0.145,66.3,3,1.5,100,46,611
2024-04-28 09,7.8,0.156,67.9,3.7,1.7,124,45,625
2024-04-28 10,7.2,0.153,73.2,5,2.3,161,59,624
2024-04-28 11,7,0.148,78.1,5.8,2.5,299,67,656
2024-04-28 12,7.5,0.149,83.7,7.8,3,338,42,1010
2024-04-28 13,7,0.149,84.6,10.4,3.3,116,63,735
2024-04-28 14,7.1,0.145,86.7,11.2,3.3,360,103,1312
2024-04-28 15,7.5,0.151,87.6,9.3,3.6,439,100,1283
2024-04-28 16,8.3,0.155,86.4,14.6,4.4,321,75,1379
2024-04-28 17,12.9,0.162,80.3,13.5,5.8,392,66,1251
2024-04-28 18,15.6,0.17,72,8.2,3.5,180,36,813
2024-04-28 19,19.1,0.173,71.7,7.4,3.9,161,74,399
2024-04-28 20,16.6,0.171,72,6,3.2,179,53,375
2024-04-28 21,25.8,0.207,50.6,7.6,4.6,140,46,153
2024-04-28 22,25.4,0.201,48.1,7.1,4.6,123,44,191
2024-04-28 23,20.6,0.195,45.7,6,4.1,48,26,70
2024-04-29 00,14,0.163,56.3,5.1,3.3,51,20,48
2024-04-29 01,12.1,0.171,58.8,3.6,2.5,31,8,20
2024-04-29 02,13.8,0.173,55.1,3.5,2.3,37,25,21
2024-04-29 03,32.4,0.188,24.7,6.1,4.1,38,22,31
2024-04-29 04,36.2,0.208,15.4,9.7,5.6,65,58,167
2024-04-29 05,44.2,0.225,7,9.9,5.3,85,108,425
2024-04-29 06,46.6,0.304,8.5,14.6,7.2,533,99,2272
2024-04-29 07,40.1,0.303,15,27,10.2,423,85,809
2024-04-29 08,32.6,0.23,26.5,23.6,8.7,303,88,286
2024-04-29 09,25.4,0.215,43.1,23.8,7.2,376,101,587
2024-04-29 10,12.8,0.163,70.6,16.3,5.7,455,124,475
2024-04-29 11,13.4,0.168,72.7,18.5,6.5,344,70,688
2024-04-29 12,11.1,0.158,76.2,14.7,5.3,435,64,674
2024-04-29 13,11.5,0.165,77.5,,5.7,348,97,841
2024-04-29 14,,0.164,80.6,,5,408,87,898
2024-04-29 15,10.2,0.155,81.1,,4.6,499,104,1736
2024-04-29 16,15,0.171,75,,5.5,483,90,2037
2024-04-29 17,16.3,0.189,71.6,,8.1,507,33,2017
2024-04-29 18,19.6,0.205,65.7,,11.4,381,98,777
2024-04-29 19,32.9,0.237,49.6,,11.1,275,70,666
2024-04-29 20,29.1,0.213,54.4,9.5,5.6,280,31,476
2024-04-29 21,24.5,0.196,47.6,9.4,5.6,220,55,504
2024-04-29 22,18.4,0.177,42.5,8.5,5.2,121,50,226
2024-04-29 23,11.8,0.158,49.3,7.1,4.1,85,11,75
2024-04-30 00,10.1,0.144,58.8,6,3.3,52,22,57
2024-04-30 01,9.4,0.141,55.3,7,4.2,10,26,30
2024-04-30 02,9.7,0.136,55.7,4.9,2.9,24,26,21
2024-04-30 03,11.1,0.136,54.1,5.9,3.3,65,20,57
2024-04-30 04,17.4,0.146,41.9,8.5,4.8,47,60,142
2024-04-30 05,26.4,0.166,29.3,10.7,6.2,104,67,536
2024-04-30 06,36.2,0.201,23.1,12.8,6.5,500,52,1222
2024-04-30 07,36.3,,24.8,,9.5,367,131,428
2024-04-30 08,39.2,,23.6,18.3,8.6,259,128,510
2024-04-30 09,25.2,0.186,41.6,18.1,9.5,233,72,500
2024-04-30 10,18.3,0.17,57.2,15.9,8.2,307,91,715
2024-04-30 11,10.8,0.151,77.3,16.1,7.7,334,88,391
2024-04-30 12,10,0.146,82.7,,8.6,385,36,701
2024-04-30 13,9.7,0.146,72.6,,8.8,372,94,622
2024-04-30 14,12.9,0.159,63.5,,8.6,402,90,591
2024-04-30 15,15.8,0.17,64.3,,8.7,384,67,1203
2024-04-30 16,18.2,0.182,61.1,23.2,10.1,263,100,771
2024-04-30 17,21.5,0.191,57.9,21.6,10.8,386,88,1726
2024-04-30 18,20.5,0.189,54.9,20.3,11.7,427,84,810
2024-04-30 19,25.1,0.201,37.9,18.8,11.8,276,69,448
2024-04-30 20,25.2,0.201,39.5,18.4,11.8,218,61,162
2024-04-30 21,20.7,0.188,41.7,19.4,12.4,221,54,300
2024-04-30 22,16.6,0.185,49.6,18.2,11,1,7,0
2024-04-30 23,16.8,0.178,51.5,18.4,10,1,1,0
2024-05-01 00,15.7,0.174,48.3,17,9.9,0,1,0
2024-05-01 01,15.4,0.171,49.6,17.9,10.4,,,
2024-05-01 02,10.8,0.152,54,18,9.5,,,
2024-05-01 03,12,0.152,52.6,16.6,9.1,1,0,0
2024-05-01 04,14.2,0.16,48.1,16.4,9.2,1,2,0
2024-05-01 05,14.8,0.169,48.9,16.9,9.4,0,7,0
2024-05-01 06,15.4,0.181,51.6,17.2,9.7,1,10,0
2024-05-01 07,11.4,0.166,57.3,18.2,9.9,5,9,0
2024-05-01 08,15.3,0.164,57.5,19.6,10.6,17,9,0
2024-05-01 09,15.2,0.172,67.3,21,10.8,14,9,0
2024-05-01 10,10.2,0.163,75.2,24.3,11.4,1,0,0
2024-05-01 11,10.8,0.178,81,27,12.1,38,8,0
2024-05-01 12,13.4,0.197,83.1,29.5,13.4,,,
2024-05-01 13,12.5,0.189,85.6,30.2,13.8,,,
2024-05-01 14,9.8,0.171,87.4,34.6,13.5,,,
2024-05-01 15,8.3,0.163,86.1,36.5,13.3,,,
2024-05-01 16,6.7,0.152,87,32.4,11.8,,,
2024-05-01 17,9.2,0.167,78.5,29.6,11.4,,,
2024-05-01 18,8.9,0.166,64.2,23.3,11.8,,,
2024-05-01 19,10.4,0.169,45,29.1,18.4,,,
2024-05-01 20,13.9,0.172,44.1,27.6,21.1,,,
2024-05-01 21,17.4,0.185,36,26.5,21.5,,,
2024-05-01 22,11.9,0.154,42.4,14,10.8,,,
2024-05-01 23,5.2,0.129,63,4.2,2.1,,,
2024-05-02 00,5.5,0.13,66.6,2.9,1.5,,,
2024-05-02 01,5.4,0.129,70.3,2.6,1.5,,,
2024-05-02 02,5.3,0.13,68.3,3,1.6,,,
2024-05-02 03,6.5,0.131,63.8,3.6,2,,,
2024-05-02 04,9,0.138,59.5,3,1.6,,,
2024-05-02 05,11.6,0.139,60.8,4.1,2.5,,,
2024-05-02 06,15.5,0.154,54.9,6.8,3.6,,,
2024-05-02 07,26.1,0.168,50,9.8,3.2,,,
2024-05-02 08,29,0.158,49,12.4,2.9,,,
2024-05-02 09,25,0.159,55.9,9,2.5,,,
2024-05-02 10,28.5,0.165,53,7.8,3,,,
2024-05-02 11,22.5,0.163,59.7,9.9,3.9,,,
2024-05-02 12,20.8,0.164,60.7,10.8,3.9,,,
2024-05-02 13,19.2,0.158,64.8,8.1,3.2,,,
2024-05-02 14,21,0.17,58.6,7.8,3.3,,,
2024-05-02 15,20.6,0.179,58.1,6.6,3.5,,,
2024-05-02 16,21.8,0.185,54.4,6.8,3.8,,,
2024-05-02 17,23.7,0.199,49.3,7.8,4.8,,,
2024-05-02 18,26.8,0.185,47.7,7.9,5.1,,,
2024-05-02 19,25,0.181,53.4,8,5.3,,,
2024-05-02 20,27.8,0.184,48.3,8.1,5.3,,,
2024-05-02 21,17.5,0.183,58.7,8.1,5.3,,,
2024-05-02 22,14.5,0.171,55.5,8.3,4.9,48,48,201
2024-05-02 23,10.8,0.158,55.9,7.2,4.5,29,20,160
2024-05-03 00,7.9,0.149,57.5,6.9,4,43,24,84
2024-05-03 01,6.1,0.14,65.9,5.7,3.1,16,26,56
2024-05-03 02,4.1,0.135,73.1,5.3,2.9,33,21,35
2024-05-03 03,8.1,0.139,66.2,5.5,2.8,47,18,79
2024-05-03 04,14.1,0.15,53.4,5.5,3.1,73,56,125
2024-05-03 05,19.5,0.159,48.8,6.9,3.5,146,116,540
2024-05-03 06,17.2,0.183,52.4,9.5,4.3,408,113,1565
2024-05-03 07,15.2,0.204,55.7,13.3,5.4,433,141,1582
2024-05-03 08,9.2,0.159,69.8,11.5,4.7,225,141,955
2024-05-03 09,6.8,0.156,84.1,12.9,4.5,362,89,688
2024-05-03 10,9.4,0.158,83,11.4,5.2,397,100,872
2024-05-03 11,10.7,0.152,79.7,11.2,5.2,376,51,1149
2024-05-03 12,9.5,0.145,82.2,11.4,4.5,326,36,593
2024-05-03 13,12.8,0.149,80,9.9,3.6,404,89,747
2024-05-03 14,9.6,0.144,80.8,11.2,3.9,543,96,825
2024-05-03 15,8.9,0.148,81.3,11.6,4.1,472,106,1551
2024-05-03 16,12.1,0.182,80.8,17.5,8.5,483,103,1385
2024-05-03 17,11.2,0.17,83.2,13.7,5.4,421,128,1376
2024-05-03 18,15.3,0.183,76.7,13.5,6.9,579,143,1142
2024-05-03 19,20.9,0.193,68.8,10.7,6.3,354,87,808
2024-05-03 20,17.7,0.177,69.3,10.5,5.9,224,65,170
2024-05-03 21,17.9,0.179,62.8,7.7,3.8,188,16,548
2024-05-03 22,20.4,0.178,54,7.2,3.6,,,
2024-05-03 23,20.3,0.182,48.5,5.3,3.4,,,
2024-05-04 00,20.3,0.173,48.7,5.1,3.5,,,
2024-05-04 01,20.8,0.178,41.7,6.2,3.7,,,
2024-05-04 02,19.8,0.177,40,5.8,3.7,,,
2024-05-04 03,24.1,0.171,31.7,6.8,4.7,,,
2024-05-04 04,28.2,0.167,27.2,7.8,4.6,,,
2024-05-04 05,23.2,0.198,30,6.1,3.8,,,
2024-05-04 06,27.2,0.204,20.1,8,4.4,,,
2024-05-04 07,22.4,0.188,24.6,9,5.5,,,
2024-05-04 08,15.8,0.167,44.6,7.3,4.5,,,
2024-05-04 09,9.7,0.167,58.8,5.8,3.3,,,
2024-05-04 10,6.5,0.15,74.3,5.7,3.1,,,
2024-05-04 11,10.6,0.153,71.7,6.8,3.9,,,
2024-05-04 12,12.5,0.156,67.5,6.7,4.3,,,
2024-05-04 13,11.4,0.164,69.1,11,5.2,,,
